ERO-LESA Statistical Tracking Unit,,,,,,
For Official Use Only (FOUO)/Pre-decisional,,,,,,
UW v. DHS - ICE Productions,,,,,,
Please review the last tab for footnotes.,,,,,,
,,,,,,
FY2012 - FY2019 YTD (01/01/2012 - 07/06/2019) ICE Expedited Removals for the Seattle Area of Responsibility,,,,,,
Departed Date,Date of Birth,Gender,Country of Citizenship,Event Number,Most Serious Conviction,Case Category
2/4/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/4/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/4/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/6/2012,"(b)(6),(b)(7)(c )",Male,CROATIA,(b)(7)(E ),,[8F] Expedited Removal
2/6/2012,"(b)(6),(b)(7)(c )",Male,BULGARIA,(b)(7)(E ),,[8F] Expedited Removal
2/7/2012,"(b)(6),(b)(7)(c )",Male,AZERBAIJAN,(b)(7)(E ),,[8F] Expedited Removal
2/7/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
2/8/2012,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/10/2012,"(b)(6),(b)(7)(c )",Female,PANAMA,(b)(7)(E ),,[8F] Expedited Removal
2/10/2012,"(b)(6),(b)(7)(c )",Male,ISRAEL,(b)(7)(E ),,[8F] Expedited Removal
2/15/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/15/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/15/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/15/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/16/2012,"(b)(6),(b)(7)(c )",Male,ISRAEL,(b)(7)(E ),,[8F] Expedited Removal
2/22/2012,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
2/24/2012,"(b)(6),(b)(7)(c )",Female,COLOMBIA,(b)(7)(E ),,[8F] Expedited Removal
2/29/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
2/29/2012,"(b)(6),(b)(7)(c )",Female,CANADA,(b)(7)(E ),,[8F] Expedited Removal
2/29/2012,"(b)(6),(b)(7)(c )",Male,BURKINA FASO,(b)(7)(E ),,[8F] Expedited Removal
3/3/2012,"(b)(6),(b)(7)(c )",Male,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
3/6/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/6/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/6/2012,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
3/7/2012,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/9/2012,"(b)(6),(b)(7)(c )",Unknown,HONG KONG,(b)(7)(E ),,[8F] Expedited Removal
3/13/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/14/2012,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),,[8F] Expedited Removal
3/14/2012,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
3/14/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
3/15/2012,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/15/2012,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
3/15/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/16/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,BELIZE,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/23/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/26/2012,"(b)(6),(b)(7)(c )",Female,IVORY COAST,(b)(7)(E ),,[8F] Expedited Removal
3/28/2012,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
3/28/2012,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/30/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/30/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/30/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/30/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/30/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/30/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/3/2012,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
4/3/2012,"(b)(6),(b)(7)(c )",Male,UNITED ARAB EMIRATES,(b)(7)(E ),,[8F] Expedited Removal
4/3/2012,"(b)(6),(b)(7)(c )",Female,ECUADOR,(b)(7)(E ),,[8F] Expedited Removal
4/3/2012,"(b)(6),(b)(7)(c )",Male,UNITED ARAB EMIRATES,(b)(7)(E ),,[8F] Expedited Removal
4/5/2012,"(b)(6),(b)(7)(c )",Male,SOUTH KOREA,(b)(7)(E ),,[8F] Expedited Removal
4/6/2012,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),,[8F] Expedited Removal
4/10/2012,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),,[8F] Expedited Removal
4/11/2012,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/13/2012,"(b)(6),(b)(7)(c )",Male,DEM REP OF THE CONGO,(b)(7)(E ),,[8F] Expedited Removal
4/14/2012,"(b)(6),(b)(7)(c )",Male,ISRAEL,(b)(7)(E ),,[8F] Expedited Removal
4/17/2012,"(b)(6),(b)(7)(c )",Female,HONG KONG,(b)(7)(E ),,[8F] Expedited Removal
4/18/2012,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
4/18/2012,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
4/19/2012,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
4/21/2012,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
4/21/2012,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
4/23/2012,"(b)(6),(b)(7)(c )",Male,IRAQ,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
4/24/2012,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
4/25/2012,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
4/29/2012,"(b)(6),(b)(7)(c )",Male,EGYPT,(b)(7)(E ),,[8F] Expedited Removal
4/29/2012,"(b)(6),(b)(7)(c )",Unknown,PAKISTAN,(b)(7)(E ),,[8F] Expedited Removal
5/2/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/2/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/2/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/2/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/2/2012,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
5/3/2012,"(b)(6),(b)(7)(c )",Female,DOMINICAN REPUBLIC,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
5/5/2012,"(b)(6),(b)(7)(c )",Male,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
5/5/2012,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/8/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Female,SWITZERLAND,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/9/2012,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
5/10/2012,"(b)(6),(b)(7)(c )",Female,VENEZUELA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,UKRAINE,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/14/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/15/2012,"(b)(6),(b)(7)(c )",Female,MOLDOVA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
5/17/2012,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
